"country","item","element","Unit","Date","Value"
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2013 12:00:00 AM",1793689
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2003 12:00:00 AM",57248.42
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2004 12:00:00 AM",56857.71
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2005 12:00:00 AM",52937.14
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2006 12:00:00 AM",52926.48
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2007 12:00:00 AM",53931.78
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2008 12:00:00 AM",54684.07
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2009 12:00:00 AM",55438.47
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2010 12:00:00 AM",55126.81
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2011 12:00:00 AM",54923.69
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2012 12:00:00 AM",53447.93
"Uganda","Fruit Primary","Yield","Hg/Ha","1/1/2013 12:00:00 AM",53296.83
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2003 12:00:00 AM",10357475
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2004 12:00:00 AM",10342526
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2005 12:00:00 AM",9658196
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2006 12:00:00 AM",9667705
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2007 12:00:00 AM",9858071
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2008 12:00:00 AM",10007436
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2009 12:00:00 AM",10157569
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2010 12:00:00 AM",10204800
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2011 12:00:00 AM",10234107
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2012 12:00:00 AM",9825600
"Uganda","Fruit Primary","Production Quantity","tonnes","1/1/2013 12:00:00 AM",9559794
"Uganda","Ginger","Area Harvested","Ha","1/1/2003 12:00:00 AM",56
"Uganda","Ginger","Area Harvested","Ha","1/1/2004 12:00:00 AM",57
"Uganda","Ginger","Area Harvested","Ha","1/1/2005 12:00:00 AM",61
"Uganda","Ginger","Area Harvested","Ha","1/1/2006 12:00:00 AM",64
"Uganda","Ginger","Area Harvested","Ha","1/1/2007 12:00:00 AM",50
"Uganda","Ginger","Area Harvested","Ha","1/1/2008 12:00:00 AM",48
"Uganda","Ginger","Area Harvested","Ha","1/1/2009 12:00:00 AM",45
"Uganda","Ginger","Area Harvested","Ha","1/1/2010 12:00:00 AM",48
"Uganda","Ginger","Area Harvested","Ha","1/1/2011 12:00:00 AM",50
"Uganda","Ginger","Area Harvested","Ha","1/1/2012 12:00:00 AM",50
"Uganda","Ginger","Area Harvested","Ha","1/1/2013 12:00:00 AM",51
"Uganda","Ginger","Yield","Hg/Ha","1/1/2003 12:00:00 AM",28928.57
"Uganda","Ginger","Yield","Hg/Ha","1/1/2004 12:00:00 AM",31578.95
"Uganda","Ginger","Yield","Hg/Ha","1/1/2005 12:00:00 AM",21967.21
"Uganda","Ginger","Yield","Hg/Ha","1/1/2006 12:00:00 AM",22187.5
"Uganda","Ginger","Yield","Hg/Ha","1/1/2007 12:00:00 AM",38000
"Uganda","Ginger","Yield","Hg/Ha","1/1/2008 12:00:00 AM",32500
"Uganda","Ginger","Yield","Hg/Ha","1/1/2009 12:00:00 AM",32000
"Uganda","Ginger","Yield","Hg/Ha","1/1/2010 12:00:00 AM",33333.33
"Uganda","Ginger","Yield","Hg/Ha","1/1/2011 12:00:00 AM",33000
"Uganda","Ginger","Yield","Hg/Ha","1/1/2012 12:00:00 AM",34000
"Uganda","Ginger","Yield","Hg/Ha","1/1/2013 12:00:00 AM",33529.41
"Uganda","Ginger","Production Quantity","tonnes","1/1/2003 12:00:00 AM",162
"Uganda","Ginger","Production Quantity","tonnes","1/1/2004 12:00:00 AM",180
"Uganda","Ginger","Production Quantity","tonnes","1/1/2005 12:00:00 AM",134
"Uganda","Ginger","Production Quantity","tonnes","1/1/2006 12:00:00 AM",142
"Uganda","Ginger","Production Quantity","tonnes","1/1/2007 12:00:00 AM",190
"Uganda","Ginger","Production Quantity","tonnes","1/1/2008 12:00:00 AM",156
"Uganda","Ginger","Production Quantity","tonnes","1/1/2009 12:00:00 AM",144
"Uganda","Ginger","Production Quantity","tonnes","1/1/2010 12:00:00 AM",160
"Uganda","Ginger","Production Quantity","tonnes","1/1/2011 12:00:00 AM",165
"Uganda","Ginger","Production Quantity","tonnes","1/1/2012 12:00:00 AM",170
"Uganda","Ginger","Production Quantity","tonnes","1/1/2013 12:00:00 AM",171
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2003 12:00:00 AM",216000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2004 12:00:00 AM",221000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2005 12:00:00 AM",225000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2006 12:00:00 AM",230000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2007 12:00:00 AM",235000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2008 12:00:00 AM",280000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2009 12:00:00 AM",369000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2010 12:00:00 AM",394000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2011 12:00:00 AM",409000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2012 12:00:00 AM",421000
"Uganda","Groundnuts, with shell","Area Harvested","Ha","1/1/2013 12:00:00 AM",420000
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2003 12:00:00 AM",10185.19
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2004 12:00:00 AM",10000
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2005 12:00:00 AM",10000
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2006 12:00:00 AM",10000
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2007 12:00:00 AM",10000
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2008 12:00:00 AM",8201.29
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2009 12:00:00 AM",6990.98
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2010 12:00:00 AM",6999.16
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2011 12:00:00 AM",7995.11
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2012 12:00:00 AM",7007.13
"Uganda","Groundnuts, with shell","Yield","Hg/Ha","1/1/2013 12:00:00 AM",7023.81
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2003 12:00:00 AM",220000
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2004 12:00:00 AM",221000
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2005 12:00:00 AM",225000
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2006 12:00:00 AM",230000
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2007 12:00:00 AM",235000
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2008 12:00:00 AM",229636
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2009 12:00:00 AM",257967
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2010 12:00:00 AM",275767
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2011 12:00:00 AM",327000
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2012 12:00:00 AM",295000
"Uganda","Groundnuts, with shell","Production Quantity","tonnes","1/1/2013 12:00:00 AM",295000
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2003 12:00:00 AM",13260
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2004 12:00:00 AM",13500
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2005 12:00:00 AM",13800
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2006 12:00:00 AM",14100
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2007 12:00:00 AM",16800
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2008 12:00:00 AM",22140
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2009 12:00:00 AM",23640
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2010 12:00:00 AM",24540
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2011 12:00:00 AM",25260
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2012 12:00:00 AM",25200
"Uganda","Groundnuts, with shell","Seed","tonnes","1/1/2013 12:00:00 AM",25200
"Uganda","Maize","Area Harvested","Ha","1/1/2003 12:00:00 AM",710000
"Uganda","Maize","Area Harvested","Ha","1/1/2004 12:00:00 AM",750000
"Uganda","Maize","Area Harvested","Ha","1/1/2005 12:00:00 AM",780000
"Uganda","Maize","Area Harvested","Ha","1/1/2006 12:00:00 AM",819000
"Uganda","Maize","Area Harvested","Ha","1/1/2007 12:00:00 AM",844000
"Uganda","Maize","Area Harvested","Ha","1/1/2008 12:00:00 AM",862000
"Uganda","Maize","Area Harvested","Ha","1/1/2009 12:00:00 AM",942000
"Uganda","Maize","Area Harvested","Ha","1/1/2010 12:00:00 AM",1032000
"Uganda","Maize","Area Harvested","Ha","1/1/2011 12:00:00 AM",1063000
"Uganda","Maize","Area Harvested","Ha","1/1/2012 12:00:00 AM",1094000
"Uganda","Maize","Area Harvested","Ha","1/1/2013 12:00:00 AM",1000000
"Uganda","Maize","Yield","Hg/Ha","1/1/2003 12:00:00 AM",18309.86
"Uganda","Maize","Yield","Hg/Ha","1/1/2004 12:00:00 AM",14400
"Uganda","Maize","Yield","Hg/Ha","1/1/2005 12:00:00 AM",15858.97
"Uganda","Maize","Yield","Hg/Ha","1/1/2006 12:00:00 AM",15360.55
"Uganda","Maize","Yield","Hg/Ha","1/1/2007 12:00:00 AM",14950.27
"Uganda","Maize","Yield","Hg/Ha","1/1/2008 12:00:00 AM",26855.09
"Uganda","Maize","Yield","Hg/Ha","1/1/2009 12:00:00 AM",24996.43
"Uganda","Maize","Yield","Hg/Ha","1/1/2010 12:00:00 AM",22999.04
"Uganda","Maize","Yield","Hg/Ha","1/1/2011 12:00:00 AM",23998.12
"Uganda","Maize","Yield","Hg/Ha","1/1/2012 12:00:00 AM",24990.86
"Uganda","Maize","Yield","Hg/Ha","1/1/2013 12:00:00 AM",27480
"Uganda","Maize","Production Quantity","tonnes","1/1/2003 12:00:00 AM",1300000
"Uganda","Maize","Production Quantity","tonnes","1/1/2004 12:00:00 AM",1080000
"Uganda","Maize","Production Quantity","tonnes","1/1/2005 12:00:00 AM",1237000
"Uganda","Maize","Production Quantity","tonnes","1/1/2006 12:00:00 AM",1258029
"Uganda","Maize","Production Quantity","tonnes","1/1/2007 12:00:00 AM",1261803
"Uganda","Maize","Production Quantity","tonnes","1/1/2008 12:00:00 AM",2314909
"Uganda","Maize","Production Quantity","tonnes","1/1/2009 12:00:00 AM",2354664
"Uganda","Maize","Production Quantity","tonnes","1/1/2010 12:00:00 AM",2373501
"Uganda","Maize","Production Quantity","tonnes","1/1/2011 12:00:00 AM",2551000
"Uganda","Maize","Production Quantity","tonnes","1/1/2012 12:00:00 AM",2734000
"Uganda","Maize","Production Quantity","tonnes","1/1/2013 12:00:00 AM",2748000
"Uganda","Maize","Seed","tonnes","1/1/2003 12:00:00 AM",22500
"Uganda","Maize","Seed","tonnes","1/1/2004 12:00:00 AM",23400
"Uganda","Maize","Seed","tonnes","1/1/2005 12:00:00 AM",24570
"Uganda","Maize","Seed","tonnes","1/1/2006 12:00:00 AM",25320
"Uganda","Maize","Seed","tonnes","1/1/2007 12:00:00 AM",25860
"Uganda","Maize","Seed","tonnes","1/1/2008 12:00:00 AM",28260
"Uganda","Maize","Seed","tonnes","1/1/2009 12:00:00 AM",30960
"Uganda","Maize","Seed","tonnes","1/1/2010 12:00:00 AM",31890
"Uganda","Maize","Seed","tonnes","1/1/2011 12:00:00 AM",32820
"Uganda","Maize","Seed","tonnes","1/1/2012 12:00:00 AM",30000
"Uganda","Maize","Seed","tonnes","1/1/2013 12:00:00 AM",30000
"Uganda","Millet","Area Harvested","Ha","1/1/2003 12:00:00 AM",400000
"Uganda","Millet","Area Harvested","Ha","1/1/2004 12:00:00 AM",412000
"Uganda","Millet","Area Harvested","Ha","1/1/2005 12:00:00 AM",420000
"Uganda","Millet","Area Harvested","Ha","1/1/2006 12:00:00 AM",429000
"Uganda","Millet","Area Harvested","Ha","1/1/2007 12:00:00 AM",437000
"Uganda","Millet","Area Harvested","Ha","1/1/2008 12:00:00 AM",200000
"Uganda","Millet","Area Harvested","Ha","1/1/2009 12:00:00 AM",192000
"Uganda","Millet","Area Harvested","Ha","1/1/2010 12:00:00 AM",167000
"Uganda","Millet","Area Harvested","Ha","1/1/2011 12:00:00 AM",172000
"Uganda","Millet","Area Harvested","Ha","1/1/2012 12:00:00 AM",175000
"Uganda","Millet","Area Harvested","Ha","1/1/2013 12:00:00 AM",180000
"Uganda","Millet","Yield","Hg/Ha","1/1/2003 12:00:00 AM",16000
"Uganda","Millet","Yield","Hg/Ha","1/1/2004 12:00:00 AM",15995.15
"Uganda","Millet","Yield","Hg/Ha","1/1/2005 12:00:00 AM",16000
"Uganda","Millet","Yield","Hg/Ha","1/1/2006 12:00:00 AM",16013.99
"Uganda","Millet","Yield","Hg/Ha","1/1/2007 12:00:00 AM",16750.57
"Uganda","Millet","Yield","Hg/Ha","1/1/2008 12:00:00 AM",13742.85
"Uganda","Millet","Yield","Hg/Ha","1/1/2009 12:00:00 AM",12995.31
"Uganda","Millet","Yield","Hg/Ha","1/1/2010 12:00:00 AM",16046.29
"Uganda","Millet","Yield","Hg/Ha","1/1/2011 12:00:00 AM",16976.74
"Uganda","Millet","Yield","Hg/Ha","1/1/2012 12:00:00 AM",13942.86
"Uganda","Millet","Yield","Hg/Ha","1/1/2013 12:00:00 AM",12666.67
"Uganda","Millet","Production Quantity","tonnes","1/1/2003 12:00:00 AM",640000
"Uganda","Millet","Production Quantity","tonnes","1/1/2004 12:00:00 AM",659000
"Uganda","Millet","Production Quantity","tonnes","1/1/2005 12:00:00 AM",672000
"Uganda","Millet","Production Quantity","tonnes","1/1/2006 12:00:00 AM",687000
"Uganda","Millet","Production Quantity","tonnes","1/1/2007 12:00:00 AM",732000
"Uganda","Millet","Production Quantity","tonnes","1/1/2008 12:00:00 AM",274857
"Uganda","Millet","Production Quantity","tonnes","1/1/2009 12:00:00 AM",249510
"Uganda","Millet","Production Quantity","tonnes","1/1/2010 12:00:00 AM",267973
"Uganda","Millet","Production Quantity","tonnes","1/1/2011 12:00:00 AM",292000
"Uganda","Millet","Production Quantity","tonnes","1/1/2012 12:00:00 AM",244000
"Uganda","Millet","Production Quantity","tonnes","1/1/2013 12:00:00 AM",228000
"Uganda","Millet","Seed","tonnes","1/1/2003 12:00:00 AM",10300
"Uganda","Millet","Seed","tonnes","1/1/2004 12:00:00 AM",10500
"Uganda","Millet","Seed","tonnes","1/1/2005 12:00:00 AM",10725
"Uganda","Millet","Seed","tonnes","1/1/2006 12:00:00 AM",10925
"Uganda","Millet","Seed","tonnes","1/1/2007 12:00:00 AM",5000
"Uganda","Millet","Seed","tonnes","1/1/2008 12:00:00 AM",4800
"Uganda","Millet","Seed","tonnes","1/1/2009 12:00:00 AM",4175
"Uganda","Millet","Seed","tonnes","1/1/2010 12:00:00 AM",4300
"Uganda","Millet","Seed","tonnes","1/1/2011 12:00:00 AM",4375
"Uganda","Millet","Seed","tonnes","1/1/2012 12:00:00 AM",4500
"Uganda","Millet","Seed","tonnes","1/1/2013 12:00:00 AM",4500
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2003 12:00:00 AM",1034824
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2004 12:00:00 AM",995997
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2005 12:00:00 AM",948776
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2006 12:00:00 AM",951924
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2007 12:00:00 AM",981306
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2008 12:00:00 AM",1060330
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2009 12:00:00 AM",1123540
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2010 12:00:00 AM",1158145
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2011 12:00:00 AM",1278000
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2012 12:00:00 AM",1220000
"Uganda","Oilcakes Equivalent + (Total)","Area Harvested","Ha","1/1/2013 12:00:00 AM",1212000
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2003 12:00:00 AM",4022.33
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2004 12:00:00 AM",3968.17
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2005 12:00:00 AM",4378.4
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2006 12:00:00 AM",4615.58
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2007 12:00:00 AM",4391.78
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2008 12:00:00 AM",4272.93
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2009 12:00:00 AM",4311.45
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2010 12:00:00 AM",4518.85
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2011 12:00:00 AM",4678.72
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2012 12:00:00 AM",4148.18
"Uganda","Oilcakes Equivalent + (Total)","Yield","Hg/Ha","1/1/2013 12:00:00 AM",4281.35
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2003 12:00:00 AM",416240.6
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2004 12:00:00 AM",395228.6
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2005 12:00:00 AM",415412.4
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2006 12:00:00 AM",439368
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2007 12:00:00 AM",430968.2
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2008 12:00:00 AM",453071.48
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2009 12:00:00 AM",484408.86
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2010 12:00:00 AM",523348.36
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2011 12:00:00 AM",597940.46
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2012 12:00:00 AM",506078.36
"Uganda","Oilcakes Equivalent + (Total)","Production Quantity","tonnes","1/1/2013 12:00:00 AM",518900
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2003 12:00:00 AM",15246.16
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2004 12:00:00 AM",14727.26
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2005 12:00:00 AM",14770.1
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2006 12:00:00 AM",15122.38
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2007 12:00:00 AM",16478.22
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2008 12:00:00 AM",18168.9
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2009 12:00:00 AM",18836.1
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2010 12:00:00 AM",20384.88
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2011 12:00:00 AM",20003.98
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2012 12:00:00 AM",19975.4
"Uganda","Oilcakes Equivalent + (Total)","Seed","tonnes","1/1/2013 12:00:00 AM",19975.4
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2003 12:00:00 AM",1037824
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2004 12:00:00 AM",998997
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2005 12:00:00 AM",951776
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2006 12:00:00 AM",954924
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2007 12:00:00 AM",984306
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2008 12:00:00 AM",1063330
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2009 12:00:00 AM",1126540
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2010 12:00:00 AM",1161145
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2011 12:00:00 AM",1281000
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2012 12:00:00 AM",1223000
"Uganda","Oilcrops Primary + (Total)","Area Harvested","Ha","1/1/2013 12:00:00 AM",1215000
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2003 12:00:00 AM",2277.7
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2004 12:00:00 AM",2345.87
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2005 12:00:00 AM",2665.27
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2006 12:00:00 AM",2748.61
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2007 12:00:00 AM",2654.02
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2008 12:00:00 AM",2569.06
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2009 12:00:00 AM",2674.92
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2010 12:00:00 AM",2833.97
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2011 12:00:00 AM",2852.8
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2012 12:00:00 AM",2586.47
"Uganda","Oilcrops Primary + (Total)","Yield","Hg/Ha","1/1/2013 12:00:00 AM",2657.61
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2003 12:00:00 AM",236385.3
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2004 12:00:00 AM",234351.8
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2005 12:00:00 AM",253673.7
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2006 12:00:00 AM",262471.5
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2007 12:00:00 AM",261236.6
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2008 12:00:00 AM",273175.7
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2009 12:00:00 AM",301340.8
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2010 12:00:00 AM",329064.53
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2011 12:00:00 AM",365443.76
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2012 12:00:00 AM",316325.56
"Uganda","Oilcrops Primary + (Total)","Production Quantity","tonnes","1/1/2013 12:00:00 AM",322900
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2003 12:00:00 AM",7724.92
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2004 12:00:00 AM",7661.62
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2005 12:00:00 AM",7768.1
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2006 12:00:00 AM",7957.06
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2007 12:00:00 AM",8882.94
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2008 12:00:00 AM",10445.1
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2009 12:00:00 AM",10924.7
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2010 12:00:00 AM",11591.56
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2011 12:00:00 AM",11606.86
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2012 12:00:00 AM",11639.8
"Uganda","Oilcrops Primary + (Total)","Seed","tonnes","1/1/2013 12:00:00 AM",11639.8
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2003 12:00:00 AM",48824
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2004 12:00:00 AM",46997
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2005 12:00:00 AM",44776
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2006 12:00:00 AM",44924
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2007 12:00:00 AM",46306
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2008 12:00:00 AM",48330
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2009 12:00:00 AM",47540
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2010 12:00:00 AM",47145
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2011 12:00:00 AM",48000
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2012 12:00:00 AM",50000
"Uganda","Oilseeds, Nes","Area Harvested","Ha","1/1/2013 12:00:00 AM",50000
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2003 12:00:00 AM",7158.57
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2004 12:00:00 AM",7506.01
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2005 12:00:00 AM",8350.23
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2006 12:00:00 AM",8684.67
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2007 12:00:00 AM",8472.34
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2008 12:00:00 AM",8521.21
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2009 12:00:00 AM",9501.26
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2010 12:00:00 AM",9306.18
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2011 12:00:00 AM",9108.75
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2012 12:00:00 AM",9000
"Uganda","Oilseeds, Nes","Yield","Hg/Ha","1/1/2013 12:00:00 AM",9000
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2003 12:00:00 AM",34951
"Uganda","Oilseeds, Nes","Production Quantity","tonnes","1/1/2004 12:00:00 AM",35276
